股票代码,股票名称,19年EPS,20年EPS,21年EPS,22年EPS,报告日期,研究机构,研究员,研报
sz000059,华锦股份,0.62,0.54,0.58,0.62,2020-04-03,海通证券,邓勇/朱军军/胡歆,摘要
sz300621,维业股份,0.42,0.46,0.50,0.55,2020-04-03,东北证券,王小勇,摘要
sz002807,江阴银行,0.50,0.54,0.62,0.72,2020-04-03,民生证券,郭其伟,摘要
sz300682,朗新科技,1.78,1.05,1.51,1.99,2020-04-03,天风证券,沈海兵,摘要
sh603393,新天然气,1.89,2.27,2.63,3.16,2020-04-03,光大证券,王威/于鸿光,摘要
sh603596,伯 特 利,0.98,1.15,1.34,1.60,2020-04-03,兴业证券,戴畅/赵季新,摘要
sh688020,方邦股份,--,2.07,4.43,--,2020-04-03,天风证券,,
sh600754,锦江酒店,1.14,0.52,1.33,1.42,2020-04-03,山西证券,刘小勇/张晓霖,摘要
sz002925,盈趣科技,2.13,2.33,2.88,3.77,2020-04-03,西南证券,蔡欣,摘要
sh603659,璞 泰 来,1.50,2.27,3.17,3.94,2020-04-03,万联证券,周春林/江维,摘要
sz002672,东江环保,--,0.6,0.71,--,2020-04-03,中信证券,李想,摘要
sh603993,洛阳钼业,0.09,0.08,0.08,0.08,2020-04-03,华金证券,杨立宏,摘要
sh600068,葛 洲 坝,1.03,1.16,1.32,--,2020-04-03,国盛证券,夏天/程龙戈/廖文强,摘要
sz300788,中信出版,1.55,1.22,1.42,1.67,2020-04-03,申万宏源研究,林起贤/任梦妮,摘要
sz002262,恩华药业,0.66,0.79,0.95,1.15,2020-04-03,中信证券,田加强/刘泽序,摘要
sh601088,中国神华,2.17,2.15,2.19,2.33,2020-04-03,申万宏源研究,孟祥文/施佳瑜,摘要
sz000728,国元证券,0.27,0.35,0.44,0.46,2020-04-03,海通证券,孙婷/何婷,摘要
sh603866,桃李面包,1.04,1.18,1.4,--,2020-04-03,渤海证券,杨旭,摘要
sz002459,晶澳科技,1.27,1.09,1.32,1.58,2020-04-03,东吴证券,曾朵红/曹越,摘要
sh600909,华安证券,0.31,0.32,0.32,0.34,2020-04-03,海通证券,孙婷/何婷,摘要
sz002459,晶澳科技,1.27,1.01,1.32,1.58,2020-04-03,西南证券,谭菁/陈瑶,摘要
sh603214,爱 婴 室,1.10,1.53,2.02,2.40,2020-04-03,中信证券,杨清朴/姜娅,摘要
sh600600,青岛啤酒,1.37,1.44,1.67,1.95,2020-04-03,东方证券,叶书怀/蔡琪,摘要
sh600879,航天电子,0.17,0.19,0.21,0.23,2020-04-03,东方证券,王天一/罗楠,摘要
sh601857,中国石油,0.25,0.07,0.18,0.26,2020-04-03,平安证券,陈建文,摘要
sz000703,恒逸石化,--,1.65,1.95,--,2020-04-03,方正证券,李永磊,摘要
sz002396,星网锐捷,1.05,1.21,1.54,1.92,2020-04-03,中信证券,顾海波/丁奇,摘要
sh603993,洛阳钼业,0.09,0.11,0.14,0.16,2020-04-03,申万宏源研究,王宏为/史霜霜,摘要
sz000063,中兴通讯,1.22,1.37,1.7,1.92,2020-04-03,东方证券,张颖,摘要
sh688016,心脉医疗,2.31,2.59,3.51,4.74,2020-04-03,平安证券,叶寅/倪亦道,摘要
sh600511,国药股份,2.10,2.42,2.65,2.90,2020-04-03,中信证券,田加强/孙晓晖,摘要
sh603986,兆易创新,2.02,3.03,4.36,5.95,2020-04-03,中信证券,徐涛,摘要
sh600879,航天电子,0.17,0.19,0.21,0.24,2020-04-03,中航证券,张超/王宏涛/宋博,摘要
sz002706,良信电器,0.35,0.48,0.59,--,2020-04-03,中金公司,曾韬/刘俊,摘要
sz000063,中兴通讯,1.22,1.37,1.75,2.11,2020-04-03,银河证券,龙天光,摘要
sh601139,深圳燃气,--,0.45,0.47,--,2020-04-03,平安证券,严家源,摘要
sh600050,中国联通,0.16,0.22,0.28,0.32,2020-04-03,银河证券,龙天光,摘要
sh600027,华电国际,0.29,0.42,0.53,0.57,2020-04-03,中信证券,李想/武云泽,摘要
sh600837,海通证券,0.83,0.8,0.88,1.05,2020-04-03,长城证券,刘文强/张永,摘要
sh601966,玲珑轮胎,1.41,1.48,1.67,--,2020-04-03,申万宏源研究,宋涛/李楠竹,摘要
sh601939,建设银行,1.05,1.11,1.18,1.26,2020-04-03,民生证券,郭其伟,摘要
sh601818,光大银行,0.68,0.79,0.88,0.98,2020-04-03,民生证券,郭其伟,摘要
sz002697,红旗连锁,0.38,0.45,0.54,0.64,2020-04-03,中信证券,徐晓芳,摘要
sz300496,中科创达,0.59,0.81,1.1,1.44,2020-04-03,东兴证券,王健辉,摘要
sh600600,青岛啤酒,1.37,1.46,1.76,2.03,2020-04-03,华创证券,方振/程航/董广阳,摘要
sh601607,上海医药,1.44,1.66,1.89,2.15,2020-04-03,中信证券,田加强,摘要
sh600600,青岛啤酒,1.37,1.54,2.0,2.37,2020-04-03,东北证券,李强/齐欢,摘要
sh603993,洛阳钼业,0.09,0.1,0.11,0.12,2020-04-03,中信建投证券,赵鑫/胡英粲,摘要
sh600583,海油工程,0.01,0.21,0.34,0.51,2020-04-03,长江证券,叶如祯,摘要
sh603043,广州酒家,--,1.14,1.43,--,2020-04-03,长江证券,赵刚/范晨昊,摘要
sh601328,交通银行,1.00,1.09,1.15,1.22,2020-04-03,民生证券,郭其伟,摘要
sz300750,宁德时代,--,2.27,3.25,--,2020-04-03,国海证券,谭倩/尹斌,摘要
sz002626,金 达 威,--,2.13,2.41,--,2020-04-03,东吴证券,柴沁虎/陈元君,摘要
sh601966,玲珑轮胎,1.41,1.55,1.95,--,2020-04-03,民生证券,邓健全,摘要
sh601869,长飞光纤,--,1.17,1.47,--,2020-04-03,中金公司,闫慧辰/黄乐平,摘要
sh601988,中国银行,0.61,0.66,0.69,0.73,2020-04-03,民生证券,郭其伟,摘要
sz002465,海格通信,0.23,0.3,0.37,0.43,2020-04-03,中航证券,张超/蒋聪汝/宋博,摘要
sh603214,爱 婴 室,1.10,1.68,2.16,2.68,2020-04-03,国海证券,余春生,摘要
sh600132,重庆啤酒,--,1.14,1.29,--,2020-04-03,国金证券,刘宸倩,摘要
sh600600,青岛啤酒,1.37,1.47,1.76,2.18,2020-04-03,新时代证券,孙山山,摘要
sh600754,锦江酒店,1.14,0.06,1.21,1.53,2020-04-03,中信证券,姜娅/杨清朴,摘要
sz002601,龙蟒佰利,1.29,1.48,1.63,1.77,2020-04-03,国联证券,吴程浩/马群星/吴诚,摘要
sz300451,创业慧康,0.43,0.5,0.65,0.85,2020-04-03,国联证券,吴金雅,摘要
sz002129,中环股份,0.32,0.51,0.68,0.87,2020-04-03,国海证券,谭倩/尹斌/傅鸿浩,摘要
sh603019,中科曙光,0.66,0.84,1.13,1.47,2020-04-03,中信证券,杨泽原/刘雯蜀,摘要
sh601717,郑 煤 机,0.60,0.63,0.68,0.73,2020-04-03,中信证券,刘海博/左腾飞/李睿鹏,摘要
sh601988,中国银行,0.61,0.78,0.8,0.82,2020-04-03,国信证券,王剑/田维韦/陈俊良,摘要
sh603799,华友钴业,0.11,0.57,1.05,1.73,2020-04-03,国金证券,丁士涛,摘要
sh601398,工商银行,0.86,0.9,0.94,0.98,2020-04-03,国信证券,王剑/陈俊良/田维韦,摘要
sh600449,宁夏建材,1.61,2.14,2.34,2.25,2020-04-03,申万宏源研究,戴铭余/刘晓宁/刘爽,摘要
sh601818,光大银行,0.68,0.78,0.89,1.03,2020-04-03,申万宏源研究,马鲲鹏/李晨/郑庆明/支初蓉/王茂宇,摘要
sh600588,用友网络,0.48,0.38,0.56,0.73,2020-04-03,国盛证券,刘高畅,摘要
sh600754,锦江酒店,1.14,0.68,1.6,1.78,2020-04-03,东兴证券,张凯琳/王紫,摘要
sh600201,生物股份,0.20,0.4,0.67,0.90,2020-04-03,开源证券,陈雪丽,摘要
sh600027,华电国际,0.29,0.43,0.47,0.51,2020-04-03,国海证券,谭倩/赵越,摘要
sz300751,迈为股份,4.76,6.81,9.29,12.95,2020-04-03,申港证券,夏纾雨,摘要
sh603659,璞 泰 来,1.50,1.98,2.65,3.38,2020-04-03,中信证券,宋韶灵/陈俊斌,摘要
sz300759,康龙化成,0.83,1.02,1.39,1.90,2020-04-03,华西证券,崔文亮,摘要
sz000728,国元证券,0.27,0.37,0.44,0.49,2020-04-03,华金证券,崔晓雁,摘要
sz000898,鞍钢股份,0.19,0.18,0.24,0.26,2020-04-03,川财证券,陈雳,摘要
sz300577,开润股份,--,1.3,1.63,--,2020-04-03,华金证券,王冯,摘要
sh600528,中铁工业,0.73,0.84,0.99,1.12,2020-04-03,兴业证券,石康/张亚滨/李博彦/黄艳,摘要
sz002459,晶澳科技,1.27,1.04,1.24,1.57,2020-04-03,东兴证券,郑丹丹/李远山/张阳,摘要
sh600570,恒生电子,--,1.55,2.08,--,2020-04-03,川财证券,方科,摘要
sh600309,万华化学,3.23,2.83,4.01,4.71,2020-04-03,中原证券,顾敏豪,摘要
sz002555,三七互娱,1.00,1.4,1.76,2.06,2020-04-03,粤开证券,陈诤娴,摘要
sh601333,广深铁路,0.11,0.07,0.14,0.17,2020-04-03,兴业证券,王春环,摘要
sz300529,健帆生物,1.38,1.9,2.6,3.51,2020-04-03,兴业证券,徐佳熹,摘要
sz002727,一 心 堂,1.06,1.3,1.52,--,2020-04-03,东莞证券,魏红梅/雷国轩,摘要
sz300114,中航电测,0.36,0.46,0.57,0.70,2020-04-03,海通证券,,
sz002202,金风科技,0.51,0.85,1.06,1.15,2020-04-03,太平洋证券,张文臣/刘晶敏/周涛,摘要
sh600399,ST 抚 钢,0.15,0.16,0.21,0.24,2020-04-03,太平洋证券,王介超,摘要
sz000598,兴蓉环境,0.36,0.41,0.46,0.49,2020-04-03,华泰证券,王玮嘉,摘要
sh601598,中国外运,0.38,0.34,0.38,0.40,2020-04-03,华泰证券,沈晓峰/林霞颖,摘要
sh600011,华能国际,0.06,0.26,0.36,0.52,2020-04-03,华泰证券,王玮嘉,摘要
sh601012,隆基股份,--,1.6,1.92,--,2020-04-03,华泰证券,黄斌/孙纯鹏,摘要
sh600161,天坛生物,0.58,0.73,0.90,1.17,2020-04-03,民生证券,盛丽华/孙建,摘要
sh600109,国金证券,0.43,0.42,0.43,0.46,2020-04-03,海通证券,孙婷/何婷,摘要
sh603605,珀 莱 雅,1.96,2.47,3.16,3.91,2020-04-03,华金证券,王冯,摘要
sh600068,葛 洲 坝,1.03,1.09,1.31,1.50,2020-04-03,光大证券,孙伟风,摘要
sh601607,上海医药,1.44,1.61,1.79,1.97,2020-04-03,西南证券,杜向阳,摘要
sz002033,丽江股份,0.37,0.24,0.39,0.45,2020-04-03,东方证券,王克宇,摘要
sz000002,万 科Ａ,3.47,3.95,4.55,5.25,2020-04-03,中信建投证券,竺劲/江宇辉,摘要
sz002846,英联股份,--,0.63,0.80,--,2020-04-03,国泰君安,穆方舟/张心怡/林昕宇,摘要
sz300037,新 宙 邦,--,1.2,1.57,--,2020-04-03,国泰君安,徐云飞/石岩/胥本涛,摘要
sz000876,新 希 望,1.22,2.93,3.62,3.89,2020-04-03,太平洋证券,程晓东/王艳君,摘要
sz002049,紫光国微,0.67,1.21,1.64,2.30,2020-04-03,太平洋证券,李宏涛/赵晖,摘要
sz002020,京新药业,0.73,0.68,0.80,0.98,2020-04-03,兴业证券,徐佳熹/王楠,摘要
sz000063,中兴通讯,1.22,1.42,1.64,2.28,2020-04-03,长江证券,于海宁/章林,摘要
sz000157,中联重科,0.58,0.66,0.76,0.84,2020-04-03,国金证券,王华君,摘要
sz300226,上海钢联,1.13,2.0,3.35,--,2020-04-03,浙商证券,杨华,摘要
sz300387,富邦股份,--,0.43,0.65,--,2020-04-03,天风证券,吴立,摘要
sz300123,亚光科技,--,0.34,0.43,--,2020-04-02,东兴证券,陆洲/朱雨时,摘要
sh603195,公牛集团,--,4.71,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sh603602,纵横通信,--,0.46,0.64,--,2020-04-02,太平洋证券,李宏涛/赵晖,摘要
sh603579,荣泰健康,2.13,2.43,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sh603515,欧普照明,--,1.3,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz002677,浙江美大,--,0.9,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz002614,奥 佳 华,--,0.72,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz002242,九阳股份,1.07,1.24,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz002032,苏 泊 尔,--,2.72,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz000333,美的集团,--,4.0,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz002508,老板电器,--,1.84,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz002035,华帝股份,--,0.94,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sh600690,海尔智家,--,1.46,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sz000651,格力电器,--,5.23,--,--,2020-04-02,中信证券,纪敏/汪浩,摘要
sh601336,新华保险,4.67,5.19,6.00,--,2020-04-02,华泰证券,沈娟/陶圣禹,摘要
sh601318,中国平安,8.41,10.61,12.09,--,2020-04-02,华泰证券,沈娟/陶圣禹,摘要
sh601628,中国人寿,2.05,2.57,3.08,--,2020-04-02,华泰证券,沈娟/陶圣禹,摘要
sh601952,苏垦农发,--,0.6,--,--,2020-04-02,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sz300087,荃银高科,--,0.25,--,--,2020-04-02,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sz002385,大 北 农,--,0.68,--,--,2020-04-02,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sz002041,登海种业,--,0.11,--,--,2020-04-02,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sz002242,九阳股份,1.07,1.17,1.30,1.42,2020-04-02,广发证券,曾婵/袁雨辰/王朝宁,摘要
sh600598,北 大 荒,0.48,0.57,--,--,2020-04-02,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sz000998,隆平高科,--,0.47,--,--,2020-04-02,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sh603801,志邦家居,--,1.7,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz300616,尚品宅配,--,2.95,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002846,英联股份,--,0.63,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sh603833,欧派家居,--,5.26,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002831,裕同科技,--,1.42,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sh603816,顾家家居,--,2.49,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002791,坚朗五金,--,1.32,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sh603899,晨光文具,1.15,1.36,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002798,帝欧家居,1.49,1.91,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002701,奥 瑞 金,--,0.47,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002511,中顺洁柔,--,0.54,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002301,齐心集团,--,0.48,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002191,劲嘉股份,0.60,0.71,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002117,东港股份,0.49,0.57,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz002078,太阳纸业,--,0.96,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sh600567,山鹰纸业,--,0.47,--,--,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sh603260,合盛硅业,--,1.33,2.12,--,2020-04-02,中金公司,,
sh600352,浙江龙盛,--,1.41,1.5,--,2020-04-02,中金公司,,
sz300114,中航电测,0.36,0.43,0.52,0.62,2020-04-02,广发证券,赵炳楠,摘要
sh601818,光大银行,0.68,0.73,0.82,0.94,2020-04-02,长江证券,王一川,摘要
sz002241,歌尔股份,--,0.58,0.78,--,2020-04-02,国盛证券,郑震湘,摘要
sz002139,拓邦股份,0.33,0.33,0.42,0.57,2020-04-02,华创证券,董广阳,摘要
sz300659,中孚信息,0.95,1.81,2.64,3.60,2020-04-02,华创证券,陈宝健,摘要
sz002254,泰和新材,0.35,0.41,0.58,0.86,2020-04-02,民生证券,邓健全,摘要
sh601111,中国国航,0.47,0.23,0.39,0.41,2020-04-02,国盛证券,张俊,摘要
sz002202,金风科技,0.51,0.95,1.2,1.29,2020-04-02,华创证券,杨达伟/于潇/邱迪,摘要
sz002798,帝欧家居,1.49,1.91,2.4,2.93,2020-04-02,国泰君安,穆方舟/林昕宇/张心怡,摘要
sh601390,中国中铁,0.95,0.98,1.11,1.24,2020-04-02,华创证券,王彬鹏,摘要
sz000951,中国重汽,1.82,2.23,2.35,2.48,2020-04-02,国泰君安,吴晓飞/陈麟瓒/徐伟东,摘要
sh601238,广汽集团,0.65,0.82,1.0,1.15,2020-04-02,华西证券,崔琰/周沐,摘要
sz002594,比 亚 迪,--,0.93,1.43,--,2020-04-02,华创证券,张程航,摘要
sh603317,天味食品,0.74,0.83,1.1,1.45,2020-04-02,华创证券,方振/于芝欢/董广阳,摘要
sz002084,海鸥住工,0.26,0.31,0.39,0.48,2020-04-02,华创证券,郭庆龙/陈梦,摘要
sz300188,美亚柏科,0.36,0.51,0.66,0.82,2020-04-02,华创证券,陈宝健,摘要
sz002594,比 亚 迪,--,0.61,0.83,--,2020-04-02,财通证券,彭勇,摘要
sh601238,广汽集团,0.65,0.57,0.63,0.70,2020-04-02,财通证券,彭勇,摘要
sz002241,歌尔股份,--,0.63,0.8,--,2020-04-02,东方证券,蒯剑/马天翼,摘要
sh601318,中国平安,8.41,8.34,9.94,--,2020-04-02,天风证券,夏昌盛,摘要
sh601336,新华保险,4.67,4.77,5.52,--,2020-04-02,天风证券,夏昌盛,摘要
sz002968,新 大 正,1.89,1.78,2.43,3.30,2020-04-02,中信证券,陈聪/张全国,摘要
sh601238,广汽集团,0.65,0.68,0.92,0.97,2020-04-02,华创证券,张程航,摘要
sz002242,九阳股份,1.07,1.22,1.38,1.57,2020-04-02,华创证券,龚源月,摘要
sh600588,用友网络,0.48,0.42,0.51,0.67,2020-04-02,财通证券,赵成,摘要
sz002459,晶澳科技,1.27,1.01,1.24,1.59,2020-04-02,太平洋证券,张文臣/刘晶敏/周涛,摘要
sz300661,圣邦股份,1.70,2.72,4.07,5.73,2020-04-02,申万宏源研究,骆思远/谈必成,摘要
sh600309,万华化学,3.23,2.55,3.83,4.58,2020-04-02,申万宏源研究,宋涛/王成强,摘要
sh600068,葛 洲 坝,1.03,0.97,1.09,1.21,2020-04-02,中信证券,罗鼎,摘要
sz002254,泰和新材,0.35,0.52,0.69,0.81,2020-04-02,申万宏源研究,宋涛/沈衡/马昕晔,摘要
sh601238,广汽集团,0.65,0.84,0.97,1.09,2020-04-02,方正证券,于特/李金锦,摘要
sz000951,中国重汽,1.82,2.15,2.13,--,2020-04-02,中金公司,常菁,摘要
sh600196,复星医药,1.30,1.35,1.56,1.83,2020-04-02,中信证券,田加强/刘泽序,摘要
sz300661,圣邦股份,1.70,2.55,3.74,5.21,2020-04-02,中泰证券,刘翔/张欣,摘要
sh601618,中国中冶,0.27,0.3,0.32,0.35,2020-04-02,中信证券,罗鼎,摘要
sz002797,第一创业,0.15,0.21,0.23,0.27,2020-04-02,山西证券,刘丽/孙田田,摘要
sh600068,葛 洲 坝,1.03,1.24,1.42,--,2020-04-02,中金公司,詹奥博,摘要
sh601390,中国中铁,0.95,1.0,1.1,1.20,2020-04-02,银河证券,龙天光,摘要
sh601186,中国铁建,1.40,1.61,1.8,1.99,2020-04-02,银河证券,龙天光,摘要
sz002179,中航光电,1.04,1.17,1.41,1.70,2020-04-02,中泰证券,苏晨/李聪,摘要
sz002242,九阳股份,1.07,1.19,1.36,1.54,2020-04-02,中泰证券,邓欣,摘要
sz002968,新 大 正,1.89,1.86,2.32,2.90,2020-04-02,华西证券,由子沛/侯希得,摘要
sz002936,郑州银行,0.47,0.6,0.65,0.71,2020-04-02,民生证券,郭其伟,摘要
sh600196,复星医药,1.30,1.37,1.54,1.94,2020-04-02,民生证券,孙建/郭双喜,摘要
sz300003,乐普医疗,0.97,1.24,1.62,2.10,2020-04-02,华泰证券,代雯,摘要
sh601390,中国中铁,0.95,0.92,1.02,1.13,2020-04-02,太平洋证券,王介超/任菲菲,摘要
sh600016,民生银行,1.22,1.31,1.4,1.49,2020-04-02,中银国际,励雅敏/林颖颖,摘要
sh600486,扬农化工,--,4.03,4.72,--,2020-04-02,粤开证券,于庭泽,摘要
sz002798,帝欧家居,1.49,1.87,2.33,2.82,2020-04-02,华金证券,叶中正/杨维维,摘要
sh603997,继峰股份,0.29,0.35,0.5,0.64,2020-04-02,中银国际,朱朋,摘要
sz002152,广电运通,0.31,0.37,0.43,0.50,2020-04-02,山西证券,李欣谢,摘要
sz300760,迈瑞医疗,3.85,4.63,5.58,6.79,2020-04-02,国元证券,常启辉,摘要
sh600600,青岛啤酒,1.37,1.52,1.9,2.19,2020-04-02,海通证券,闻宏伟/唐宇/颜慧菁,摘要
sh601766,中国中车,0.41,0.47,0.56,0.64,2020-04-02,上海证券,倪瑞超,摘要
sz300037,新 宙 邦,--,1.18,1.59,--,2020-04-02,中信证券,,
sz002595,豪迈科技,1.08,1.18,1.43,1.68,2020-04-02,渤海证券,郑连声/陈兰芳,摘要
sz000951,中国重汽,1.82,2.11,2.23,2.34,2020-04-02,渤海证券,郑连声/陈兰芳,摘要
sz002555,三七互娱,1.00,1.31,1.63,2.03,2020-04-02,民生证券,刘欣/张昱/钟奇,摘要
sz300682,朗新科技,1.78,1.11,1.43,1.68,2020-04-02,民生证券,强超廷/郭新宇,摘要
sh603605,珀 莱 雅,1.96,2.66,3.41,4.34,2020-04-02,国信证券,张峻豪/曾光,摘要
sz300529,健帆生物,1.38,1.85,2.52,3.46,2020-04-02,国金证券,袁维,摘要
sz300760,迈瑞医疗,3.85,4.64,5.63,6.82,2020-04-02,国金证券,袁维,摘要
sz000100,TCL 科技,0.20,0.29,0.39,0.51,2020-04-02,新时代证券,吴吉森,摘要
sz002438,江苏神通,0.35,0.52,0.68,0.86,2020-04-02,方正证券,张小郭,摘要
sh603225,新 凤 鸣,1.13,0.9,1.12,1.24,2020-04-02,平安证券,陈建文,摘要
sh603027,千禾味业,--,0.67,0.89,--,2020-04-02,渤海证券,,
sz002202,金风科技,0.51,0.98,1.19,1.27,2020-04-02,西部证券,杨敬梅,摘要
sh600115,东方航空,0.21,-0.41,0.39,0.50,2020-04-02,长城证券,罗江南,摘要
sz000157,中联重科,0.58,0.67,0.79,0.85,2020-04-02,申万宏源研究,韩强/李蕾/刘建伟,摘要
sz000002,万 科Ａ,3.47,4.03,4.75,5.66,2020-04-02,华泰证券,陈慎/刘璐/韩笑,摘要
sz300673,佩蒂股份,--,0.97,1.83,--,2020-04-02,申万宏源研究,马晓天,摘要
sz300003,乐普医疗,0.97,1.25,1.64,2.15,2020-04-02,申万宏源研究,熊超逸,摘要
sh600068,葛 洲 坝,1.03,1.34,1.49,1.66,2020-04-02,华泰证券,方晏荷/鲍荣富/王涛,摘要
sz002968,新 大 正,1.89,1.83,2.32,2.95,2020-04-02,华泰证券,陈慎/刘璐/韩笑,摘要
sz000768,中航飞机,0.21,0.22,0.24,0.26,2020-04-02,华泰证券,王宗超/何亮,摘要
sh601111,中国国航,0.47,0.03,0.97,1.26,2020-04-02,华泰证券,沈晓峰/黄凡洋,摘要
sz000031,大 悦 城,0.61,0.68,0.84,1.00,2020-04-02,天风证券,陈天诚,摘要
sh600161,天坛生物,0.58,0.71,0.83,0.97,2020-04-02,天风证券,潘海洋/郑薇,摘要
sh601919,中远海控,0.56,0.1,0.25,0.29,2020-04-02,华泰证券,沈晓峰/林霞颖,摘要
sz002938,鹏鼎控股,1.27,1.39,1.78,2.03,2020-04-02,招商证券,鄢凡/张益敏,摘要
sh603108,润达医疗,--,0.68,0.87,--,2020-04-02,东方证券,刘恩阳,摘要
sz000157,中联重科,0.58,0.69,0.89,1.11,2020-04-02,申港证券,夏纾雨,摘要
sh600845,宝信软件,--,0.95,1.15,--,2020-04-02,中金公司,陈真洋/钱凯,摘要
sh601158,重庆水务,0.35,0.37,0.38,0.39,2020-04-02,光大证券,殷中枢,摘要
sh601330,绿色动力,0.36,0.48,0.64,0.79,2020-04-02,天风证券,郭丽丽/石家骏,摘要
